,Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
3435,40,10,700,70,70,10,400,12.32535261,9.5,102.96,2450,377.7964167
3436,40,20,700,70,70,10,400,12.32535261,12.8,102.96,2450,755.5928335
3437,40,40,700,70,70,10,400,12.32535261,19.4,102.96,2450,1511.185667
3438,10,10,1000,70,70,10,400,10.47526774,37.8,102.96,5000,462.0156462
3439,10,20,1000,70,70,10,400,10.47526774,45.2,102.96,5000,924.0312924
3440,10,40,1000,70,70,10,400,10.47526774,11.3,102.96,5000,1848.062585
3441,20,10,1000,70,70,10,400,10.47526774,15,102.96,5000,462.0156462
3442,20,20,1000,70,70,10,400,10.47526774,22.4,102.96,5000,924.0312924
3443,20,40,1000,70,70,10,400,10.47526774,18.9,102.96,5000,1848.062585
3444,40,10,1000,70,70,10,400,10.47526774,22.6,102.96,5000,462.0156462
3445,40,20,1000,70,70,10,400,10.47526774,30,102.96,5000,924.0312924
3446,40,40,1000,70,70,10,400,10.47526774,34.1,102.96,5000,1848.062585
3447,10,10,1300,70,70,10,400,9.890807612,42.9,102.96,8450,479.4992545
3448,10,20,1300,70,70,10,400,9.890807612,39.6,102.96,8450,958.998509
3449,10,40,1300,70,70,10,400,9.890807612,46.2,102.96,8450,1917.997018
3450,20,10,1300,70,70,10,400,9.890807612,59.4,102.96,8450,479.4992545
3451,20,20,1300,70,70,10,400,9.890807612,72.6,102.96,8450,958.998509
3452,20,40,1300,70,70,10,400,9.890807612,79.2,102.96,8450,1917.997018
3453,40,10,1300,70,70,10,400,9.890807612,92.4,102.96,8450,479.4992545
3454,40,20,1300,70,70,10,400,9.890807612,23.1,102.96,8450,958.998509
3455,40,40,1300,70,70,10,400,9.890807612,29.7,102.96,8450,1917.997018
3456,10,10,400,40,40,100,400,5.193146933,32.5,111.6,800,258.1356777
3457,10,20,400,40,40,100,400,5.193146933,35,111.6,800,516.2713554
3458,10,40,400,40,40,100,400,5.193146933,40,111.6,800,1032.542711
3459,20,10,400,40,40,100,400,5.193146933,10,111.6,800,258.1356777
3460,20,20,400,40,40,100,400,5.193146933,12.5,111.6,800,516.2713554
3461,20,40,400,40,40,100,400,5.193146933,17.5,111.6,800,1032.542711
3462,40,10,400,40,40,100,400,5.193146933,17.5,111.6,800,258.1356777
3463,40,20,400,40,40,100,400,5.193146933,20,111.6,800,516.2713554
3464,40,40,400,40,40,100,400,5.193146933,25,111.6,800,1032.542711
3465,10,10,700,40,40,100,400,7.283678916,14.1,111.6,2450,335.722975
3466,10,20,700,40,40,100,400,7.283678916,20.5,111.6,2450,671.4459499
3467,10,40,700,40,40,100,400,7.283678916,18.6,111.6,2450,1342.8919
3468,20,10,700,40,40,100,400,7.283678916,21.8,111.6,2450,335.722975
3469,20,20,700,40,40,100,400,7.283678916,28.2,111.6,2450,671.4459499
3470,20,40,700,40,40,100,400,7.283678916,34,111.6,2450,1342.8919
3471,40,10,700,40,40,100,400,7.283678916,37.2,111.6,2450,335.722975
3472,40,20,700,40,40,100,400,7.283678916,43.6,111.6,2450,671.4459499
3473,40,40,700,40,40,100,400,7.283678916,10.9,111.6,2450,1342.8919
3474,10,10,1000,40,40,100,400,6.365843482,33,111.6,5000,451.5468114
3475,10,20,1000,40,40,100,400,6.365843482,40.8,111.6,5000,903.0936227
3476,10,40,1000,40,40,100,400,6.365843482,44.4,111.6,5000,1806.187245
3477,20,10,1000,40,40,100,400,6.365843482,51.6,111.6,5000,451.5468114
3478,20,20,1000,40,40,100,400,6.365843482,12.9,111.6,5000,903.0936227
3479,20,40,1000,40,40,100,400,6.365843482,16.5,111.6,5000,1806.187245
3480,40,10,1000,40,40,100,400,6.365843482,23.7,111.6,5000,451.5468114
3481,40,20,1000,40,40,100,400,6.365843482,22.2,111.6,5000,903.0936227
3482,40,40,1000,40,40,100,400,6.365843482,25.8,111.6,5000,1806.187245
3483,10,10,1300,40,40,100,400,5.578235478,26.1,111.6,8450,475.3859274
3484,10,20,1300,40,40,100,400,5.578235478,32.2,111.6,8450,950.7718548
3485,10,40,1300,40,40,100,400,5.578235478,44.4,111.6,8450,1901.54371
3486,20,10,1300,40,40,100,400,5.578235478,46.1,111.6,8450,475.3859274
3487,20,20,1300,40,40,100,400,5.578235478,52.2,111.6,8450,950.7718548
3488,20,40,1300,40,40,100,400,5.578235478,64.4,111.6,8450,1901.54371
3489,40,10,1300,40,40,100,400,5.578235478,86.1,111.6,8450,475.3859274
3490,40,20,1300,40,40,100,400,5.578235478,92.2,111.6,8450,950.7718548
3491,40,40,1300,40,40,100,400,5.578235478,104.4,111.6,8450,1901.54371
3492,10,10,400,40,70,70,400,7.288020182,19.8,109.44,800,256.240877
3493,10,20,400,40,70,70,400,7.288020182,25,109.44,800,512.4817539
3494,10,40,400,40,70,70,400,7.288020182,31.8,109.44,800,1024.963508
3495,20,10,400,40,70,70,400,7.288020182,34.4,109.44,800,256.240877
3496,20,20,400,40,70,70,400,7.288020182,39.6,109.44,800,512.4817539
3497,20,40,400,40,70,70,400,7.288020182,9.9,109.44,800,1024.963508
3498,40,10,400,40,70,70,400,7.288020182,12.5,109.44,800,256.240877
3499,40,20,400,40,70,70,400,7.288020182,17.7,109.44,800,512.4817539
3500,40,40,400,40,70,70,400,7.288020182,17.2,109.44,800,1024.963508
3501,10,10,700,40,70,70,400,9.082069521,42,109.44,2450,343.1806293
3502,10,20,700,40,70,70,400,9.082069521,10.5,109.44,2450,686.3612587
3503,10,40,700,40,70,70,400,9.082069521,13.7,109.44,2450,1372.722517
3504,20,10,700,40,70,70,400,9.082069521,20.1,109.44,2450,343.1806293
3505,20,20,700,40,70,70,400,9.082069521,17.8,109.44,2450,686.3612587
3506,20,40,700,40,70,70,400,9.082069521,21,109.44,2450,1372.722517
3507,40,10,700,40,70,70,400,9.082069521,27.4,109.44,2450,343.1806293
3508,40,20,700,40,70,70,400,9.082069521,32.4,109.44,2450,686.3612587
3509,40,40,700,40,70,70,400,9.082069521,35.6,109.44,2450,1372.722517
3510,10,10,1000,40,70,70,400,7.397973213,21.7,109.44,5000,453.038019
3511,10,20,1000,40,70,70,400,7.397973213,25.4,109.44,5000,906.0760381
3512,10,40,1000,40,70,70,400,7.397973213,32.8,109.44,5000,1812.152076
3513,20,10,1000,40,70,70,400,7.397973213,39.7,109.44,5000,453.038019
3514,20,20,1000,40,70,70,400,7.397973213,43.4,109.44,5000,906.0760381
3515,20,40,1000,40,70,70,400,7.397973213,50.8,109.44,5000,1812.152076
3516,40,10,1000,40,70,70,400,7.397973213,12.7,109.44,5000,453.038019
3517,40,20,1000,40,70,70,400,7.397973213,16.4,109.44,5000,906.0760381
3518,40,40,1000,40,70,70,400,7.397973213,23.8,109.44,5000,1812.152076
3519,10,10,1300,40,70,70,400,6.889342513,89.8,109.44,8450,474.9639467
3520,10,20,1300,40,70,70,400,6.889342513,103.6,109.44,8450,949.9278935
3521,10,40,1300,40,70,70,400,6.889342513,25.9,109.44,8450,1899.855787
3522,20,10,1300,40,70,70,400,6.889342513,32.8,109.44,8450,474.9639467
3523,20,20,1300,40,70,70,400,6.889342513,46.6,109.44,8450,949.9278935
3524,20,40,1300,40,70,70,400,6.889342513,44.9,109.44,8450,1899.855787
3525,40,10,1300,40,70,70,400,6.889342513,51.8,109.44,8450,474.9639467
3526,40,20,1300,40,70,70,400,6.889342513,65.6,109.44,8450,949.9278935
3527,40,40,1300,40,70,70,400,6.889342513,82.9,109.44,8450,1899.855787
3528,10,10,400,40,100,40,400,8.05518262,17.3,107.28,800,253.218836
3529,10,20,400,40,100,40,400,8.05518262,16.4,107.28,800,506.4376719
3530,10,40,400,40,100,40,400,8.05518262,19,107.28,800,1012.875344
3531,20,10,400,40,100,40,400,8.05518262,24.2,107.28,800,253.218836
3532,20,20,400,40,100,40,400,8.05518262,30.2,107.28,800,506.4376719
3533,20,40,400,40,100,40,400,8.05518262,32.8,107.28,800,1012.875344
3534,40,10,400,40,100,40,400,8.05518262,38,107.28,800,253.218836
3535,40,20,400,40,100,40,400,8.05518262,9.5,107.28,800,506.4376719
3536,40,40,400,40,100,40,400,8.05518262,12.1,107.28,800,1012.875344
3537,10,10,700,40,100,40,400,10.41075752,31.6,107.28,2450,344.2540052
3538,10,20,700,40,100,40,400,10.41075752,34.8,107.28,2450,688.5080104
3539,10,40,700,40,100,40,400,10.41075752,41.2,107.28,2450,1377.016021
3540,20,10,700,40,100,40,400,10.41075752,10.3,107.28,2450,344.2540052
3541,20,20,700,40,100,40,400,10.41075752,13.5,107.28,2450,688.5080104
3542,20,40,700,40,100,40,400,10.41075752,19.9,107.28,2450,1377.016021
3543,40,10,700,40,100,40,400,10.41075752,17.4,107.28,2450,344.2540052
3544,40,20,700,40,100,40,400,10.41075752,20.6,107.28,2450,688.5080104
3545,40,40,700,40,100,40,400,10.41075752,27,107.28,2450,1377.016021
3546,10,10,1000,40,100,40,400,8.542496904,16,107.28,5000,449.0993078
3547,10,20,1000,40,100,40,400,8.542496904,23.2,107.28,5000,898.1986156
3548,10,40,1000,40,100,40,400,8.542496904,21.2,107.28,5000,1796.397231
3549,20,10,1000,40,100,40,400,8.542496904,24.8,107.28,5000,449.0993078
3550,20,20,1000,40,100,40,400,8.542496904,32,107.28,5000,898.1986156
3551,20,40,1000,40,100,40,400,8.542496904,38.8,107.28,5000,1796.397231
3552,40,10,1000,40,100,40,400,8.542496904,42.4,107.28,5000,449.0993078
3553,40,20,1000,40,100,40,400,8.542496904,49.6,107.28,5000,898.1986156
3554,40,40,1000,40,100,40,400,8.542496904,12.4,107.28,5000,1796.397231
3555,10,10,1300,40,100,40,400,8.280449725,69,107.28,8450,469.6016935
3556,10,20,1300,40,100,40,400,8.280449725,90.4,107.28,8450,939.2033869
3557,10,40,1300,40,100,40,400,8.280449725,97.2,107.28,8450,1878.406774
3558,20,10,1300,40,100,40,400,8.280449725,110.8,107.28,8450,469.6016935
3559,20,20,1300,40,100,40,400,8.280449725,27.7,107.28,8450,939.2033869
3560,20,40,1300,40,100,40,400,8.280449725,34.5,107.28,8450,1878.406774
3561,40,10,1300,40,100,40,400,8.280449725,48.1,107.28,8450,469.6016935
3562,40,20,1300,40,100,40,400,8.280449725,48.6,107.28,8450,939.2033869
3563,40,40,1300,40,100,40,400,8.280449725,55.4,107.28,8450,1878.406774
3564,10,10,400,100,10,40,400,8.821890231,9.1,107.28,800,261.5437729
3565,10,20,400,100,10,40,400,8.821890231,11.7,107.28,800,523.0875458
3566,10,40,400,100,10,40,400,8.821890231,16.9,107.28,800,1046.175092
3567,20,10,400,100,10,40,400,8.821890231,15.6,107.28,800,261.5437729
3568,20,20,400,100,10,40,400,8.821890231,18.2,107.28,800,523.0875458
3569,20,40,400,100,10,40,400,8.821890231,23.4,107.28,800,1046.175092
3570,40,10,400,100,10,40,400,8.821890231,28.6,107.28,800,261.5437729
3571,40,20,400,100,10,40,400,8.821890231,31.2,107.28,800,523.0875458
3572,40,40,400,100,10,40,400,8.821890231,36.4,107.28,800,1046.175092
3573,10,10,700,100,10,40,400,11.09968769,19.8,107.28,2450,388.3515975
3574,10,20,700,100,10,40,400,11.09968769,26,107.28,2450,776.7031951
3575,10,40,700,100,10,40,400,11.09968769,30.3,107.28,2450,1553.40639
3576,20,10,700,100,10,40,400,11.09968769,33.4,107.28,2450,388.3515975
3577,20,20,700,100,10,40,400,11.09968769,39.6,107.28,2450,776.7031951
3578,20,40,700,100,10,40,400,11.09968769,9.9,107.28,2450,1553.40639
3579,40,10,700,100,10,40,400,11.09968769,13,107.28,2450,388.3515975
3580,40,20,700,100,10,40,400,11.09968769,19.2,107.28,2450,776.7031951
3581,40,40,700,100,10,40,400,11.09968769,16.7,107.28,2450,1553.40639
3582,10,10,1000,100,10,40,400,9.342999999,48.4,107.28,5000,473.8641128
3583,10,20,1000,100,10,40,400,9.342999999,12.1,107.28,5000,947.7282256
3584,10,40,1000,100,10,40,400,9.342999999,15.9,107.28,5000,1895.456451
3585,20,10,1000,100,10,40,400,9.342999999,23.5,107.28,5000,473.8641128
3586,20,20,1000,100,10,40,400,9.342999999,20.4,107.28,5000,947.7282256
3587,20,40,1000,100,10,40,400,9.342999999,24.2,107.28,5000,1895.456451
3588,40,10,1000,100,10,40,400,9.342999999,31.8,107.28,5000,473.8641128
3589,40,20,1000,100,10,40,400,9.342999999,37,107.28,5000,947.7282256
3590,40,40,1000,100,10,40,400,9.342999999,40.8,107.28,5000,1895.456451
3591,10,10,1300,100,10,40,400,9.130856813,43.2,107.28,8450,492.246149
3592,10,20,1300,100,10,40,400,9.130856813,49.6,107.28,8450,984.4922981
3593,10,40,1300,100,10,40,400,9.130856813,62.4,107.28,8450,1968.984596
3594,20,10,1300,100,10,40,400,9.130856813,80,107.28,8450,492.246149
3595,20,20,1300,100,10,40,400,9.130856813,86.4,107.28,8450,984.4922981
3596,20,40,1300,100,10,40,400,9.130856813,99.2,107.28,8450,1968.984596
3597,40,10,1300,100,10,40,400,9.130856813,24.8,107.28,8450,492.246149
3598,40,20,1300,100,10,40,400,9.130856813,31.2,107.28,8450,984.4922981
3599,40,40,1300,100,10,40,400,9.130856813,44,107.28,8450,1968.984596
3600,10,10,400,100,40,10,400,10.19178602,30.4,105.12,800,257.2803307
3601,10,20,400,100,40,10,400,10.19178602,35.6,105.12,800,514.5606614
3602,10,40,400,100,40,10,400,10.19178602,8.9,105.12,800,1029.121323
3603,20,10,400,100,40,10,400,10.19178602,11.5,105.12,800,257.2803307
3604,20,20,400,100,40,10,400,10.19178602,16.7,105.12,800,514.5606614
3605,20,40,400,100,40,10,400,10.19178602,15.2,105.12,800,1029.121323
3606,40,10,400,100,40,10,400,10.19178602,17.8,105.12,800,257.2803307
3607,40,20,400,100,40,10,400,10.19178602,23,105.12,800,514.5606614
3608,40,40,400,100,40,10,400,10.19178602,27.8,105.12,800,1029.121323
3609,10,10,700,100,40,10,400,12.26315602,18.9,105.12,2450,386.515171
3610,10,20,700,100,40,10,400,12.26315602,16.1,105.12,2450,773.0303419
3611,10,40,700,100,40,10,400,12.26315602,19.2,105.12,2450,1546.060684
3612,20,10,700,100,40,10,400,12.26315602,25.4,105.12,2450,386.515171
3613,20,20,700,100,40,10,400,12.26315602,29.1,105.12,2450,773.0303419
3614,20,40,700,100,40,10,400,12.26315602,32.2,105.12,2450,1546.060684
3615,40,10,700,100,40,10,400,12.26315602,38.4,105.12,2450,386.515171
3616,40,20,700,100,40,10,400,12.26315602,9.6,105.12,2450,773.0303419
3617,40,40,700,100,40,10,400,12.26315602,12.7,105.12,2450,1546.060684
3618,10,10,1000,100,40,10,400,10.44435299,35.6,105.12,5000,468.4579166
3619,10,20,1000,100,40,10,400,10.44435299,39.2,105.12,5000,936.9158332
3620,10,40,1000,100,40,10,400,10.44435299,46.4,105.12,5000,1873.831666
3621,20,10,1000,100,40,10,400,10.44435299,11.6,105.12,5000,468.4579166
3622,20,20,1000,100,40,10,400,10.44435299,15.2,105.12,5000,936.9158332
3623,20,40,1000,100,40,10,400,10.44435299,22.4,105.12,5000,1873.831666
3624,40,10,1000,100,40,10,400,10.44435299,19.6,105.12,5000,468.4579166
3625,40,20,1000,100,40,10,400,10.44435299,23.2,105.12,5000,936.9158332
3626,40,40,1000,100,40,10,400,10.44435299,30.4,105.12,5000,1873.831666
3627,10,10,1300,100,40,10,400,9.921387441,33.8,105.12,8450,487.1078488
3628,10,20,1300,100,40,10,400,9.921387441,48.4,105.12,8450,974.2156975
3629,10,40,1300,100,40,10,400,9.921387441,45.7,105.12,8450,1948.431395
3630,20,10,1300,100,40,10,400,9.921387441,53,105.12,8450,487.1078488
3631,20,20,1300,100,40,10,400,9.921387441,67.6,105.12,8450,974.2156975
3632,20,40,1300,100,40,10,400,9.921387441,84.1,105.12,8450,1948.431395
3633,40,10,1300,100,40,10,400,9.921387441,91.4,105.12,8450,487.1078488
3634,40,20,1300,100,40,10,400,9.921387441,106,105.12,8450,974.2156975
3635,40,40,1300,100,40,10,400,9.921387441,26.5,105.12,8450,1948.431395
3636,10,10,400,100,100,100,100,6.004623997,20.2,90,800,208.2306356
3637,10,20,400,100,100,100,100,6.004623997,22.2,90,800,416.4612711
3638,10,40,400,100,100,100,100,6.004623997,24.8,90,800,832.9225423
3639,20,10,400,100,100,100,100,6.004623997,30,90,800,208.2306356
3640,20,20,400,100,100,100,100,6.004623997,7.5,90,800,416.4612711
3641,20,40,400,100,100,100,100,6.004623997,10.1,90,800,832.9225423
3642,40,10,400,100,100,100,100,6.004623997,15.3,90,800,208.2306356
3643,40,20,400,100,100,100,100,6.004623997,12.4,90,800,416.4612711
3644,40,40,400,100,100,100,100,6.004623997,15,90,800,832.9225423
3645,10,10,700,100,100,100,100,8.353325024,8.1,90,2450,284.2438717
3646,10,20,700,100,100,100,100,8.353325024,11.3,90,2450,568.4877435
3647,10,40,700,100,100,100,100,8.353325024,17.7,90,2450,1136.975487
3648,20,10,700,100,100,100,100,8.353325024,13,90,2450,284.2438717
3649,20,20,700,100,100,100,100,8.353325024,16.2,90,2450,568.4877435
3650,20,40,700,100,100,100,100,8.353325024,22.6,90,2450,1136.975487
3651,40,10,700,100,100,100,100,8.353325024,22.8,90,2450,284.2438717
3652,40,20,700,100,100,100,100,8.353325024,26,90,2450,568.4877435
3653,40,40,700,100,100,100,100,8.353325024,32.4,90,2450,1136.975487
3654,10,10,1000,100,100,100,100,6.717549618,19.4,90,5000,347.5614181
3655,10,20,1000,100,100,100,100,6.717549618,26.6,90,5000,695.1228362
3656,10,40,1000,100,100,100,100,6.717549618,28,90,5000,1390.245672
3657,20,10,1000,100,100,100,100,6.717549618,31.6,90,5000,347.5614181
3658,20,20,1000,100,100,100,100,6.717549618,38.8,90,5000,695.1228362
3659,20,40,1000,100,100,100,100,6.717549618,9.7,90,5000,1390.245672
3660,40,10,1000,100,100,100,100,6.717549618,13.3,90,5000,347.5614181
3661,40,20,1000,100,100,100,100,6.717549618,20.5,90,5000,695.1228362
3662,40,40,1000,100,100,100,100,6.717549618,15.8,90,5000,1390.245672
3663,10,10,1300,100,100,100,100,6.729235702,79.2,90,8450,362.1045256
3664,10,20,1300,100,100,100,100,6.729235702,19.8,90,8450,724.2090512
3665,10,40,1300,100,100,100,100,6.729235702,25.9,90,8450,1448.418102
3666,20,10,1300,100,100,100,100,6.729235702,38.1,90,8450,362.1045256
3667,20,20,1300,100,100,100,100,6.729235702,33.5,90,8450,724.2090512
3668,20,40,1300,100,100,100,100,6.729235702,39.6,90,8450,1448.418102
3669,40,10,1300,100,100,100,100,6.729235702,51.8,90,8450,362.1045256
3670,40,20,1300,100,100,100,100,6.729235702,60.9,90,8450,724.2090512
3671,40,40,1300,100,100,100,100,6.729235702,67,90,8450,1448.418102
3672,10,10,400,10,10,40,700,1.856131254,26.5,131.04,800,255.3128458
3673,10,20,400,10,10,40,700,1.856131254,29.4,131.04,800,510.6256916
3674,10,40,400,10,10,40,700,1.856131254,35.2,131.04,800,1021.251383
3675,20,10,400,10,10,40,700,1.856131254,50.1,131.04,800,255.3128458
3676,20,20,400,10,10,40,700,1.856131254,53,131.04,800,510.6256916
3677,20,40,400,10,10,40,700,1.856131254,58.8,131.04,800,1021.251383
3678,40,10,400,10,10,40,700,1.856131254,14.7,131.04,800,255.3128458
3679,40,20,400,10,10,40,700,1.856131254,17.6,131.04,800,510.6256916
3680,40,40,400,10,10,40,700,1.856131254,23.4,131.04,800,1021.251383
3681,10,10,700,10,10,40,700,2.022169933,55.2,131.04,2450,270.3769675
3682,10,20,700,10,10,40,700,2.022169933,61.6,131.04,2450,540.753935
3683,10,40,700,10,10,40,700,2.022169933,15.4,131.04,2450,1081.50787
3684,20,10,700,10,10,40,700,2.022169933,18.6,131.04,2450,270.3769675
3685,20,20,700,10,10,40,700,2.022169933,25,131.04,2450,540.753935
3686,20,40,700,10,10,40,700,2.022169933,27.6,131.04,2450,1081.50787
3687,40,10,700,10,10,40,700,2.022169933,30.8,131.04,2450,270.3769675
3688,40,20,700,10,10,40,700,2.022169933,37.2,131.04,2450,540.753935
3689,40,40,700,10,10,40,700,2.022169933,52,131.04,2450,1081.50787
3690,10,10,1000,10,10,40,700,1.550056144,29.3,131.04,5000,437.6601615
3691,10,20,1000,10,10,40,700,1.550056144,33.4,131.04,5000,875.320323
3692,10,40,1000,10,10,40,700,1.550056144,37,131.04,5000,1750.640646
3693,20,10,1000,10,10,40,700,1.550056144,44.2,131.04,5000,437.6601615
3694,20,20,1000,10,10,40,700,1.550056144,63.2,131.04,5000,875.320323
3695,20,40,1000,10,10,40,700,1.550056144,66.8,131.04,5000,1750.640646
3696,40,10,1000,10,10,40,700,1.550056144,74,131.04,5000,437.6601615
3697,40,20,1000,10,10,40,700,1.550056144,18.5,131.04,5000,875.320323
3698,40,40,1000,10,10,40,700,1.550056144,22.1,131.04,5000,1750.640646
3699,10,10,1300,10,10,40,700,1.175001199,131.7,131.04,8450,473.0003967
3700,10,20,1300,10,10,40,700,1.175001199,139,131.04,8450,946.0007933
3701,10,40,1300,10,10,40,700,1.175001199,153.6,131.04,8450,1892.001587
3702,20,10,1300,10,10,40,700,1.175001199,38.4,131.04,8450,473.0003967
3703,20,20,1300,10,10,40,700,1.175001199,45.7,131.04,8450,946.0007933
3704,20,40,1300,10,10,40,700,1.175001199,60.3,131.04,8450,1892.001587
3705,40,10,1300,10,10,40,700,1.175001199,69.5,131.04,8450,473.0003967
3706,40,20,1300,10,10,40,700,1.175001199,76.8,131.04,8450,946.0007933
3707,40,40,1300,10,10,40,700,1.175001199,91.4,131.04,8450,1892.001587
3708,10,10,400,10,40,10,700,2.509492353,16.6,128.88,800,257.9494514
3709,10,20,400,10,40,10,700,2.509492353,21.8,128.88,800,515.8989027
3710,10,40,400,10,40,10,700,2.509492353,25.4,128.88,800,1031.797805
3711,20,10,400,10,40,10,700,2.509492353,28,128.88,800,257.9494514
3712,20,20,400,10,40,10,700,2.509492353,33.2,128.88,800,515.8989027
3713,20,40,400,10,40,10,700,2.509492353,48.2,128.88,800,1031.797805
3714,40,10,400,10,40,10,700,2.509492353,50.8,128.88,800,257.9494514
3715,40,20,400,10,40,10,700,2.509492353,56,128.88,800,515.8989027
3716,40,40,400,10,40,10,700,2.509492353,14,128.88,800,1031.797805
3717,10,10,700,10,40,10,700,2.57352315,36.2,128.88,2450,270.6930805
3718,10,20,700,10,40,10,700,2.57352315,49.3,128.88,2450,541.3861611
3719,10,40,700,10,40,10,700,2.57352315,52.6,128.88,2450,1082.772322
3720,20,10,700,10,40,10,700,2.57352315,59.2,128.88,2450,270.6930805
3721,20,20,700,10,40,10,700,2.57352315,14.8,128.88,2450,541.3861611
3722,20,40,700,10,40,10,700,2.57352315,18.1,128.88,2450,1082.772322
3723,40,10,700,10,40,10,700,2.57352315,24.7,128.88,2450,270.6930805
3724,40,20,700,10,40,10,700,2.57352315,26.3,128.88,2450,541.3861611
3725,40,40,700,10,40,10,700,2.57352315,29.6,128.88,2450,1082.772322
3726,10,10,1000,10,40,10,700,1.960483992,17.7,128.88,5000,445.3687926
3727,10,20,1000,10,40,10,700,1.960483992,21.3,128.88,5000,890.7375853
3728,10,40,1000,10,40,10,700,1.960483992,28.5,128.88,5000,1781.475171
3729,20,10,1000,10,40,10,700,1.960483992,31.8,128.88,5000,445.3687926
