Iin[A],Iout[A],l[mm],p1[mm],p2[mm],p3[mm],win[mm],kdiff[%],Bleak[uT],V_PriWind[cm3],V_PriCore[cm3],Pout[W]
20,10,400,10,40,70,100,12.5921502,6.3,55.44,800,142.0748178
20,20,400,10,40,70,100,12.5921502,11.5,55.44,800,284.1496356
20,40,400,10,40,70,100,12.5921502,4.8,55.44,800,568.2992712
40,10,400,10,40,70,100,12.5921502,7.4,55.44,800,142.0748178
40,20,400,10,40,70,100,12.5921502,12.6,55.44,800,284.1496356
40,40,400,10,40,70,100,12.5921502,7,55.44,800,568.2992712
10,10,700,10,40,70,100,13.88189214,14,55.44,2450,183.3865784
10,20,700,10,40,70,100,13.88189214,5.6,55.44,2450,366.7731567
10,40,700,10,40,70,100,13.88189214,8.8,55.44,2450,733.5463134
20,10,700,10,40,70,100,13.88189214,15.2,55.44,2450,183.3865784
20,20,700,10,40,70,100,13.88189214,8,55.44,2450,366.7731567
20,40,700,10,40,70,100,13.88189214,11.2,55.44,2450,733.5463134
40,10,700,10,40,70,100,13.88189214,17.6,55.44,2450,183.3865784
40,20,700,10,40,70,100,13.88189214,4.4,55.44,2450,366.7731567
40,40,700,10,40,70,100,13.88189214,7.6,55.44,2450,733.5463134
10,10,1000,10,40,70,100,13.25873876,9.7,55.44,5000,194.642938
10,20,1000,10,40,70,100,13.25873876,13.4,55.44,5000,389.2858761
10,40,1000,10,40,70,100,13.25873876,20.8,55.44,5000,778.5717521
20,10,1000,10,40,70,100,13.25873876,5.2,55.44,5000,194.642938
20,20,1000,10,40,70,100,13.25873876,8.9,55.44,5000,389.2858761
20,40,1000,10,40,70,100,13.25873876,16.3,55.44,5000,778.5717521
40,10,1000,10,40,70,100,13.25873876,6.7,55.44,5000,194.642938
40,20,1000,10,40,70,100,13.25873876,10.4,55.44,5000,389.2858761
40,40,1000,10,40,70,100,13.25873876,17.8,55.44,5000,778.5717521
10,10,1300,10,40,70,100,12.90883388,16.9,55.44,8450,197.7921292
10,20,1300,10,40,70,100,12.90883388,31.1,55.44,8450,395.5842583
10,40,1300,10,40,70,100,12.90883388,12.5,55.44,8450,791.1685166
20,10,1300,10,40,70,100,12.90883388,19.6,55.44,8450,197.7921292
20,20,1300,10,40,70,100,12.90883388,33.8,55.44,8450,395.5842583
20,40,1300,10,40,70,100,12.90883388,17.9,55.44,8450,791.1685166
40,10,1300,10,40,70,100,12.90883388,25,55.44,8450,197.7921292
40,20,1300,10,40,70,100,12.90883388,39.2,55.44,8450,395.5842583
40,40,1300,10,40,70,100,12.90883388,9.8,55.44,8450,791.1685166
10,10,400,10,70,40,100,12.1498499,13,53.28,800,130.1437567
10,20,400,10,70,40,100,12.1498499,6.4,53.28,800,260.2875133
10,40,400,10,70,40,100,12.1498499,9.2,53.28,800,520.5750267
20,10,400,10,70,40,100,12.1498499,14.8,53.28,800,130.1437567
20,20,400,10,70,40,100,12.1498499,3.7,53.28,800,260.2875133
20,40,400,10,70,40,100,12.1498499,6.5,53.28,800,520.5750267
40,10,400,10,70,40,100,12.1498499,12.1,53.28,800,130.1437567
40,20,400,10,70,40,100,12.1498499,4.6,53.28,800,260.2875133
40,40,400,10,70,40,100,12.1498499,7.4,53.28,800,520.5750267
10,10,700,10,70,40,100,13.82964058,4.3,53.28,2450,167.7215066
10,20,700,10,70,40,100,13.82964058,7.5,53.28,2450,335.4430132
10,40,700,10,70,40,100,13.82964058,13.9,53.28,2450,670.8860263
20,10,700,10,70,40,100,13.82964058,5.4,53.28,2450,167.7215066
20,20,700,10,70,40,100,13.82964058,8.6,53.28,2450,335.4430132
20,40,700,10,70,40,100,13.82964058,15,53.28,2450,670.8860263
40,10,700,10,70,40,100,13.82964058,7.6,53.28,2450,167.7215066
40,20,700,10,70,40,100,13.82964058,10.8,53.28,2450,335.4430132
40,40,700,10,70,40,100,13.82964058,17.2,53.28,2450,670.8860263
10,10,1000,10,70,40,100,13.03376741,10,53.28,5000,178.1728019
10,20,1000,10,70,40,100,13.03376741,17.4,53.28,5000,356.3456037
10,40,1000,10,70,40,100,13.03376741,8.9,53.28,5000,712.6912075
20,10,1000,10,70,40,100,13.03376741,12.6,53.28,5000,178.1728019
20,20,1000,10,70,40,100,13.03376741,20,53.28,5000,356.3456037
20,40,1000,10,70,40,100,13.03376741,5,53.28,5000,712.6912075
40,10,1000,10,70,40,100,13.03376741,8.7,53.28,5000,178.1728019
40,20,1000,10,70,40,100,13.03376741,16.1,53.28,5000,356.3456037
40,40,1000,10,70,40,100,13.03376741,6.3,53.28,5000,712.6912075
10,10,1300,10,70,40,100,12.91106405,38,53.28,8450,180.8388274
10,20,1300,10,70,40,100,12.91106405,9.5,53.28,8450,361.6776548
10,40,1300,10,70,40,100,12.91106405,16.6,53.28,8450,723.3553095
20,10,1300,10,70,40,100,12.91106405,30.8,53.28,8450,180.8388274
20,20,1300,10,70,40,100,12.91106405,11.9,53.28,8450,361.6776548
20,40,1300,10,70,40,100,12.91106405,19,53.28,8450,723.3553095
40,10,1300,10,70,40,100,12.91106405,33.2,53.28,8450,180.8388274
40,20,1300,10,70,40,100,12.91106405,16.7,53.28,8450,361.6776548
40,40,1300,10,70,40,100,12.91106405,23.8,53.28,8450,723.3553095
10,10,400,10,100,10,100,11.6815053,4.4,51.12,800,120.0643963
10,20,400,10,100,10,100,11.6815053,7,51.12,800,240.1287925
10,40,400,10,100,10,100,11.6815053,12.2,51.12,800,480.2575851
20,10,400,10,100,10,100,11.6815053,6.2,51.12,800,120.0643963
20,20,400,10,100,10,100,11.6815053,8.8,51.12,800,240.1287925
20,40,400,10,100,10,100,11.6815053,14,51.12,800,480.2575851
40,10,400,10,100,10,100,11.6815053,3.5,51.12,800,120.0643963
40,20,400,10,100,10,100,11.6815053,6.1,51.12,800,240.1287925
40,40,400,10,100,10,100,11.6815053,11.3,51.12,800,480.2575851
10,10,700,10,100,10,100,13.47647632,10.6,51.12,2450,154.8175945
10,20,700,10,100,10,100,13.47647632,17.2,51.12,2450,309.6351889
10,40,700,10,100,10,100,13.47647632,4.3,51.12,2450,619.2703779
20,10,700,10,100,10,100,13.47647632,7.6,51.12,2450,154.8175945
20,20,700,10,100,10,100,13.47647632,14.2,51.12,2450,309.6351889
20,40,700,10,100,10,100,13.47647632,5.3,51.12,2450,619.2703779
40,10,700,10,100,10,100,13.47647632,8.6,51.12,2450,154.8175945
40,20,700,10,100,10,100,13.47647632,15.2,51.12,2450,309.6351889
40,40,700,10,100,10,100,13.47647632,7.3,51.12,2450,619.2703779
10,10,1000,10,100,10,100,12.84199961,16,51.12,5000,164.5922346
10,20,1000,10,100,10,100,12.84199961,6.1,51.12,5000,329.1844693
10,40,1000,10,100,10,100,12.84199961,9.8,51.12,5000,658.3689385
20,10,1000,10,100,10,100,12.84199961,17.2,51.12,5000,164.5922346
20,20,1000,10,100,10,100,12.84199961,8.5,51.12,5000,329.1844693
20,40,1000,10,100,10,100,12.84199961,12.2,51.12,5000,658.3689385
40,10,1000,10,100,10,100,12.84199961,19.6,51.12,5000,164.5922346
40,20,1000,10,100,10,100,12.84199961,4.9,51.12,5000,329.1844693
40,40,1000,10,100,10,100,12.84199961,8.6,51.12,5000,658.3689385
10,10,1300,10,100,10,100,12.53073767,15.8,51.12,8450,167.1984855
10,20,1300,10,100,10,100,12.53073767,22.4,51.12,8450,334.3969711
10,40,1300,10,100,10,100,12.53073767,35.6,51.12,8450,668.7939422
20,10,1300,10,100,10,100,12.53073767,8.9,51.12,8450,167.1984855
20,20,1300,10,100,10,100,12.53073767,15.5,51.12,8450,334.3969711
20,40,1300,10,100,10,100,12.53073767,28.7,51.12,8450,668.7939422
40,10,1300,10,100,10,100,12.53073767,11.2,51.12,8450,167.1984855
40,20,1300,10,100,10,100,12.53073767,17.8,51.12,8450,334.3969711
40,40,1300,10,100,10,100,12.53073767,31,51.12,8450,668.7939422
10,10,400,70,10,10,100,9.996972265,6.2,51.12,800,117.8887197
10,20,400,70,10,10,100,9.996972265,11.6,51.12,800,235.7774393
10,40,400,70,10,10,100,9.996972265,4.3,51.12,800,471.5548786
20,10,400,70,10,10,100,9.996972265,7,51.12,800,117.8887197
20,20,400,70,10,10,100,9.996972265,12.4,51.12,800,235.7774393
20,40,400,70,10,10,100,9.996972265,5.9,51.12,800,471.5548786
40,10,400,70,10,10,100,9.996972265,8.6,51.12,800,117.8887197
40,20,400,70,10,10,100,9.996972265,14,51.12,800,235.7774393
40,40,400,70,10,10,100,9.996972265,3.5,51.12,800,471.5548786
10,10,700,70,10,10,100,12.03792092,14.6,51.12,2450,147.3005568
10,20,700,70,10,10,100,12.03792092,6.8,51.12,2450,294.6011137
10,40,700,70,10,10,100,12.03792092,10,51.12,2450,589.2022273
20,10,700,70,10,10,100,12.03792092,16.4,51.12,2450,147.3005568
20,20,700,70,10,10,100,12.03792092,4.1,51.12,2450,294.6011137
20,40,700,70,10,10,100,12.03792092,7.3,51.12,2450,589.2022273
40,10,700,70,10,10,100,12.03792092,13.7,51.12,2450,147.3005568
40,20,700,70,10,10,100,12.03792092,5,51.12,2450,294.6011137
40,40,700,70,10,10,100,12.03792092,8.2,51.12,2450,589.2022273
10,10,1000,70,10,10,100,11.44260266,4.7,51.12,5000,155.8852748
10,20,1000,70,10,10,100,11.44260266,8.4,51.12,5000,311.7705496
10,40,1000,70,10,10,100,11.44260266,15.8,51.12,5000,623.5410992
20,10,1000,70,10,10,100,11.44260266,5.7,51.12,5000,155.8852748
20,20,1000,70,10,10,100,11.44260266,9.4,51.12,5000,311.7705496
20,40,1000,70,10,10,100,11.44260266,16.8,51.12,5000,623.5410992
40,10,1000,70,10,10,100,11.44260266,7.7,51.12,5000,155.8852748
40,20,1000,70,10,10,100,11.44260266,11.4,51.12,5000,311.7705496
40,40,1000,70,10,10,100,11.44260266,18.8,51.12,5000,623.5410992
10,10,1300,70,10,10,100,11.37112107,15.8,51.12,8450,158.1279945
10,20,1300,70,10,10,100,11.37112107,28,51.12,8450,316.2559889
10,40,1300,70,10,10,100,11.37112107,13.3,51.12,8450,632.5119779
20,10,1300,70,10,10,100,11.37112107,19.4,51.12,8450,158.1279945
20,20,1300,70,10,10,100,11.37112107,31.6,51.12,8450,316.2559889
20,40,1300,70,10,10,100,11.37112107,7.9,51.12,8450,632.5119779
40,10,1300,70,10,10,100,11.37112107,14,51.12,8450,158.1279945
40,20,1300,70,10,10,100,11.37112107,26.2,51.12,8450,316.2559889
40,40,1300,70,10,10,100,11.37112107,9.7,51.12,8450,632.5119779
10,10,400,40,10,70,100,12.11398075,15.2,57.6,800,150.7201868
10,20,400,40,10,70,100,12.11398075,3.8,57.6,800,301.4403737
10,40,400,40,10,70,100,12.11398075,6.5,57.6,800,602.8807473
20,10,400,40,10,70,100,12.11398075,11.9,57.6,800,150.7201868
20,20,400,40,10,70,100,12.11398075,4.9,57.6,800,301.4403737
20,40,400,40,10,70,100,12.11398075,7.6,57.6,800,602.8807473
40,10,400,40,10,70,100,12.11398075,13,57.6,800,150.7201868
40,20,400,40,10,70,100,12.11398075,7.1,57.6,800,301.4403737
40,40,400,40,10,70,100,12.11398075,9.8,57.6,800,602.8807473
10,10,700,40,10,70,100,14.05635629,6,57.6,2450,196.1440195
10,20,700,40,10,70,100,14.05635629,9.4,57.6,2450,392.2880391
10,40,700,40,10,70,100,14.05635629,16.2,57.6,2450,784.5760782
20,10,700,40,10,70,100,14.05635629,8.6,57.6,2450,196.1440195
20,20,700,40,10,70,100,14.05635629,12,57.6,2450,392.2880391
20,40,700,40,10,70,100,14.05635629,18.8,57.6,2450,784.5760782
40,10,700,40,10,70,100,14.05635629,4.7,57.6,2450,196.1440195
40,20,700,40,10,70,100,14.05635629,8.1,57.6,2450,392.2880391
40,40,700,40,10,70,100,14.05635629,14.9,57.6,2450,784.5760782
10,10,1000,40,10,70,100,13.28459496,13.8,57.6,5000,208.9248841
10,20,1000,40,10,70,100,13.28459496,21.2,57.6,5000,417.8497681
10,40,1000,40,10,70,100,13.28459496,5.3,57.6,5000,835.6995362
20,10,1000,40,10,70,100,13.28459496,9,57.6,5000,208.9248841
20,20,1000,40,10,70,100,13.28459496,16.4,57.6,5000,417.8497681
20,40,1000,40,10,70,100,13.28459496,6.9,57.6,5000,835.6995362
40,10,1000,40,10,70,100,13.28459496,10.6,57.6,5000,208.9248841
40,20,1000,40,10,70,100,13.28459496,18,57.6,5000,417.8497681
40,40,1000,40,10,70,100,13.28459496,10.1,57.6,5000,835.6995362
10,10,1300,40,10,70,100,12.95744908,28.7,57.6,8450,212.5478463
10,20,1300,40,10,70,100,12.95744908,11.9,57.6,8450,425.0956926
10,40,1300,40,10,70,100,12.95744908,18.4,57.6,8450,850.1913853
20,10,1300,40,10,70,100,12.95744908,31.4,57.6,8450,212.5478463
20,20,1300,40,10,70,100,12.95744908,17.3,57.6,8450,425.0956926
20,40,1300,40,10,70,100,12.95744908,23.8,57.6,8450,850.1913853
40,10,1300,40,10,70,100,12.95744908,36.8,57.6,8450,212.5478463
40,20,1300,40,10,70,100,12.95744908,9.2,57.6,8450,425.0956926
40,40,1300,40,10,70,100,12.95744908,15.7,57.6,8450,850.1913853
10,10,400,40,40,40,100,11.70931162,7,55.44,800,139.1453441
10,20,400,40,40,40,100,11.70931162,9.6,55.44,800,278.2906883
10,40,400,40,40,40,100,11.70931162,14.8,55.44,800,556.5813766
20,10,400,40,40,40,100,11.70931162,3.7,55.44,800,139.1453441
20,20,400,40,40,40,100,11.70931162,6.3,55.44,800,278.2906883
20,40,400,40,40,40,100,11.70931162,11.5,55.44,800,556.5813766
40,10,400,40,40,40,100,11.70931162,4.8,55.44,800,139.1453441
40,20,400,40,40,40,100,11.70931162,7.4,55.44,800,278.2906883
40,40,400,40,40,40,100,11.70931162,12.6,55.44,800,556.5813766
10,10,700,40,40,40,100,13.58611904,7.6,55.44,2450,180.4955005
10,20,700,40,40,40,100,13.58611904,14,55.44,2450,360.991001
10,40,700,40,40,40,100,13.58611904,5.6,55.44,2450,721.982002
20,10,700,40,40,40,100,13.58611904,8.8,55.44,2450,180.4955005
20,20,700,40,40,40,100,13.58611904,15.2,55.44,2450,360.991001
20,40,700,40,40,40,100,13.58611904,8,55.44,2450,721.982002
40,10,700,40,40,40,100,13.58611904,11.2,55.44,2450,180.4955005
40,20,700,40,40,40,100,13.58611904,17.6,55.44,2450,360.991001
40,40,700,40,40,40,100,13.58611904,4.4,55.44,2450,721.982002
10,10,1000,40,40,40,100,12.60457524,18.2,55.44,5000,192.2984111
10,20,1000,40,40,40,100,12.60457524,9.8,55.44,5000,384.5968223
10,40,1000,40,40,40,100,12.60457524,13.6,55.44,5000,769.1936446
20,10,1000,40,40,40,100,12.60457524,21.2,55.44,5000,192.2984111
20,20,1000,40,40,40,100,12.60457524,5.3,55.44,5000,384.5968223
20,40,1000,40,40,40,100,12.60457524,9.1,55.44,5000,769.1936446
40,10,1000,40,40,40,100,12.60457524,16.7,55.44,5000,192.2984111
40,20,1000,40,40,40,100,12.60457524,6.8,55.44,5000,384.5968223
40,40,1000,40,40,40,100,12.60457524,10.6,55.44,5000,769.1936446
10,10,1300,40,40,40,100,12.67839789,9.8,55.44,8450,194.5211979
10,20,1300,40,40,40,100,12.67839789,17,55.44,8450,389.0423957
10,40,1300,40,40,40,100,12.67839789,31.4,55.44,8450,778.0847914
20,10,1300,40,40,40,100,12.67839789,12.4,55.44,8450,194.5211979
20,20,1300,40,40,40,100,12.67839789,19.6,55.44,8450,389.0423957
20,40,1300,40,40,40,100,12.67839789,34,55.44,8450,778.0847914
40,10,1300,40,40,40,100,12.67839789,17.6,55.44,8450,194.5211979
40,20,1300,40,40,40,100,12.67839789,24.8,55.44,8450,389.0423957
40,40,1300,40,40,40,100,12.67839789,39.2,55.44,8450,778.0847914
10,10,400,40,70,10,100,11.35055536,7.4,53.28,800,127.633846
10,20,400,40,70,10,100,11.35055536,12.8,53.28,800,255.2676921
10,40,400,40,70,10,100,11.35055536,6.7,53.28,800,510.5353842
20,10,400,40,70,10,100,11.35055536,9.4,53.28,800,127.633846
20,20,400,40,70,10,100,11.35055536,14.8,53.28,800,255.2676921
20,40,400,40,70,10,100,11.35055536,3.7,53.28,800,510.5353842
40,10,400,40,70,10,100,11.35055536,6.4,53.28,800,127.633846
40,20,400,40,70,10,100,11.35055536,11.8,53.28,800,255.2676921
40,40,400,40,70,10,100,11.35055536,4.7,53.28,800,510.5353842
10,10,700,40,70,10,100,13.47831426,17.2,53.28,2450,166.1168404
10,20,700,40,70,10,100,13.47831426,4.3,53.28,2450,332.2336807
10,40,700,40,70,10,100,13.47831426,7.5,53.28,2450,664.4673614
20,10,700,40,70,10,100,13.47831426,13.9,53.28,2450,166.1168404
20,20,700,40,70,10,100,13.47831426,5.4,53.28,2450,332.2336807
20,40,700,40,70,10,100,13.47831426,8.6,53.28,2450,664.4673614
40,10,700,40,70,10,100,13.47831426,15,53.28,2450,166.1168404
40,20,700,40,70,10,100,13.47831426,7.6,53.28,2450,332.2336807
40,40,700,40,70,10,100,13.47831426,10.8,53.28,2450,664.4673614
10,10,1000,40,70,10,100,12.77339226,6.2,53.28,5000,176.8792805
10,20,1000,40,70,10,100,12.77339226,9.8,53.28,5000,353.7585611
10,40,1000,40,70,10,100,12.77339226,17,53.28,5000,707.5171221
20,10,1000,40,70,10,100,12.77339226,8.8,53.28,5000,176.8792805
20,20,1000,40,70,10,100,12.77339226,12.4,53.28,5000,353.7585611
20,40,1000,40,70,10,100,12.77339226,19.6,53.28,5000,707.5171221
40,10,1000,40,70,10,100,12.77339226,4.9,53.28,5000,176.8792805
40,20,1000,40,70,10,100,12.77339226,8.5,53.28,5000,353.7585611
40,40,1000,40,70,10,100,12.77339226,15.7,53.28,5000,707.5171221
10,10,1300,40,70,10,100,12.759644,23,53.28,8450,179.3306744
10,20,1300,40,70,10,100,12.759644,36.4,53.28,8450,358.6613488
10,40,1300,40,70,10,100,12.759644,9.1,53.28,8450,717.3226977
20,10,1300,40,70,10,100,12.759644,15.8,53.28,8450,179.3306744
20,20,1300,40,70,10,100,12.759644,29.2,53.28,8450,358.6613488
20,40,1300,40,70,10,100,12.759644,11.5,53.28,8450,717.3226977
40,10,1300,40,70,10,100,12.759644,18.2,53.28,8450,179.3306744
40,20,1300,40,70,10,100,12.759644,31.6,53.28,8450,358.6613488
40,40,1300,40,70,10,100,12.759644,16.3,53.28,8450,717.3226977
10,10,400,10,40,100,100,12.69037575,11.8,61.92,800,159.5100505
10,20,400,10,40,100,100,12.69037575,5.4,61.92,800,319.020101
10,40,400,10,40,100,100,12.69037575,8,61.92,800,638.040202
20,10,400,10,40,100,100,12.69037575,13.2,61.92,800,159.5100505
20,20,400,10,40,100,100,12.69037575,8.2,61.92,800,319.020101
20,40,400,10,40,100,100,12.69037575,10.8,61.92,800,638.040202
40,10,400,10,40,100,100,12.69037575,16,61.92,800,159.5100505
40,20,400,10,40,100,100,12.69037575,4,61.92,800,319.020101
40,40,400,10,40,100,100,12.69037575,6.6,61.92,800,638.040202
10,10,700,10,40,100,100,15.288934,9.7,61.92,2450,230.2162992
10,20,700,10,40,100,100,15.288934,13,61.92,2450,460.4325985
10,40,700,10,40,100,100,15.288934,19.6,61.92,2450,920.865197
20,10,700,10,40,100,100,15.288934,4.9,61.92,2450,230.2162992
20,20,700,10,40,100,100,15.288934,8.2,61.92,2450,460.4325985
20,40,700,10,40,100,100,15.288934,14.8,61.92,2450,920.865197
40,10,700,10,40,100,100,15.288934,6.5,61.92,2450,230.2162992
40,20,700,10,40,100,100,15.288934,9.8,61.92,2450,460.4325985
40,40,700,10,40,100,100,15.288934,16.4,61.92,2450,920.865197
10,10,1000,10,40,100,100,14.31278336,9.6,61.92,5000,246.8819632
10,20,1000,10,40,100,100,14.31278336,17.2,61.92,5000,493.7639264
10,40,1000,10,40,100,100,14.31278336,7.8,61.92,5000,987.5278528
20,10,1000,10,40,100,100,14.31278336,11.6,61.92,5000,246.8819632
20,20,1000,10,40,100,100,14.31278336,19.2,61.92,5000,493.7639264
20,40,1000,10,40,100,100,14.31278336,11.8,61.92,5000,987.5278528
40,10,1000,10,40,100,100,14.31278336,15.6,61.92,5000,246.8819632
40,20,1000,10,40,100,100,14.31278336,23.2,61.92,5000,493.7639264
40,40,1000,10,40,100,100,14.31278336,5.8,61.92,5000,987.5278528
10,10,1300,10,40,100,100,14.02994954,33.2,61.92,8450,251.3313569
10,20,1300,10,40,100,100,14.02994954,22.3,61.92,8450,502.6627137
10,40,1300,10,40,100,100,14.02994954,28.6,61.92,8450,1005.325427
20,10,1300,10,40,100,100,14.02994954,41.2,61.92,8450,251.3313569
20,20,1300,10,40,100,100,14.02994954,10.3,61.92,8450,502.6627137
20,40,1300,10,40,100,100,14.02994954,16.6,61.92,8450,1005.325427
40,10,1300,10,40,100,100,14.02994954,29.2,61.92,8450,251.3313569
40,20,1300,10,40,100,100,14.02994954,14.3,61.92,8450,502.6627137
40,40,1300,10,40,100,100,14.02994954,20.6,61.92,8450,1005.325427
10,10,400,10,70,70,100,12.2960754,3.9,59.76,800,148.3282081
10,20,400,10,70,70,100,12.2960754,6.5,59.76,800,296.6564162
10,40,400,10,70,70,100,12.2960754,11.7,59.76,800,593.3128323
20,10,400,10,70,70,100,12.2960754,5.2,59.76,800,148.3282081
20,20,400,10,70,70,100,12.2960754,7.8,59.76,800,296.6564162
20,40,400,10,70,70,100,12.2960754,13,59.76,800,593.3128323
40,10,400,10,70,70,100,12.2960754,7.8,59.76,800,148.3282081
40,20,400,10,70,70,100,12.2960754,10.4,59.76,800,296.6564162
40,40,400,10,70,70,100,12.2960754,15.6,59.76,800,593.3128323
10,10,700,10,70,70,100,14.74782394,9.6,59.76,2450,213.9079639
10,20,700,10,70,70,100,14.74782394,16.2,59.76,2450,427.8159278
10,40,700,10,70,70,100,14.74782394,9.3,59.76,2450,855.6318555
20,10,700,10,70,70,100,14.74782394,12.6,59.76,2450,213.9079639
20,20,700,10,70,70,100,14.74782394,19.2,59.76,2450,427.8159278
20,40,700,10,70,70,100,14.74782394,4.8,59.76,2450,855.6318555
40,10,700,10,70,70,100,14.74782394,8.1,59.76,2450,213.9079639
40,20,700,10,70,70,100,14.74782394,14.7,59.76,2450,427.8159278
40,40,700,10,70,70,100,14.74782394,6.3,59.76,2450,855.6318555
10,10,1000,10,70,70,100,13.93090342,22.4,59.76,5000,229.2542666
10,20,1000,10,70,70,100,13.93090342,5.6,59.76,5000,458.5085332
10,40,1000,10,70,70,100,13.93090342,9.3,59.76,5000,917.0170665
20,10,1000,10,70,70,100,13.93090342,16.7,59.76,5000,229.2542666
20,20,1000,10,70,70,100,13.93090342,7.5,59.76,5000,458.5085332
20,40,1000,10,70,70,100,13.93090342,11.2,59.76,5000,917.0170665
40,10,1000,10,70,70,100,13.93090342,18.6,59.76,5000,229.2542666
40,20,1000,10,70,70,100,13.93090342,11.3,59.76,5000,458.5085332
40,40,1000,10,70,70,100,13.93090342,15,59.76,5000,917.0170665
10,10,1300,10,70,70,100,13.74734521,13.4,59.76,8450,233.0429816
10,20,1300,10,70,70,100,13.74734521,19.8,59.76,8450,466.0859632
10,40,1300,10,70,70,100,13.74734521,32.6,59.76,8450,932.1719264
20,10,1300,10,70,70,100,13.74734521,20.4,59.76,8450,233.0429816
20,20,1300,10,70,70,100,13.74734521,26.8,59.76,8450,466.0859632
20,40,1300,10,70,70,100,13.74734521,39.6,59.76,8450,932.1719264
40,10,1300,10,70,70,100,13.74734521,9.9,59.76,8450,233.0429816
40,20,1300,10,70,70,100,13.74734521,16.3,59.76,8450,466.0859632
40,40,1300,10,70,70,100,13.74734521,29.1,59.76,8450,932.1719264
10,10,400,10,100,40,100,11.68504382,10,57.6,800,136.7424453
10,20,400,10,100,40,100,11.68504382,15.2,57.6,800,273.4848905
10,40,400,10,100,40,100,11.68504382,3.8,57.6,800,546.969781
20,10,400,10,100,40,100,11.68504382,6.4,57.6,800,136.7424453
20,20,400,10,100,40,100,11.68504382,11.6,57.6,800,273.4848905
20,40,400,10,100,40,100,11.68504382,5,57.6,800,546.969781
40,10,400,10,100,40,100,11.68504382,7.6,57.6,800,136.7424453
40,20,400,10,100,40,100,11.68504382,12.8,57.6,800,273.4848905
40,40,400,10,100,40,100,11.68504382,7.4,57.6,800,546.969781
10,10,700,10,100,40,100,14.46088013,14.2,57.6,2450,198.8631181
10,20,700,10,100,40,100,14.46088013,6,57.6,2450,397.7262361
10,40,700,10,100,40,100,14.46088013,9.2,57.6,2450,795.4524722
20,10,700,10,100,40,100,14.46088013,15.6,57.6,2450,198.8631181
20,20,700,10,100,40,100,14.46088013,8.8,57.6,2450,397.7262361
20,40,700,10,100,40,100,14.46088013,12,57.6,2450,795.4524722
40,10,700,10,100,40,100,14.46088013,18.4,57.6,2450,198.8631181
40,20,700,10,100,40,100,14.46088013,4.6,57.6,2450,397.7262361
40,40,700,10,100,40,100,14.46088013,7.8,57.6,2450,795.4524722
10,10,1000,10,100,40,100,13.67985383,10.6,57.6,5000,213.0314123
10,20,1000,10,100,40,100,13.67985383,14.4,57.6,5000,426.0628245
10,40,1000,10,100,40,100,13.67985383,22,57.6,5000,852.125649
20,10,1000,10,100,40,100,13.67985383,5.5,57.6,5000,213.0314123
20,20,1000,10,100,40,100,13.67985383,9.3,57.6,5000,426.0628245
20,40,1000,10,100,40,100,13.67985383,16.9,57.6,5000,852.125649
40,10,1000,10,100,40,100,13.67985383,7.2,57.6,5000,213.0314123
40,20,1000,10,100,40,100,13.67985383,11,57.6,5000,426.0628245
40,40,1000,10,100,40,100,13.67985383,18.6,57.6,5000,852.125649
10,10,1300,10,100,40,100,13.38160558,17.8,57.6,8450,216.5543974
10,20,1300,10,100,40,100,13.38160558,32,57.6,8450,433.1087948
10,40,1300,10,100,40,100,13.38160558,14.3,57.6,8450,866.2175896
20,10,1300,10,100,40,100,13.38160558,21.4,57.6,8450,216.5543974
20,20,1300,10,100,40,100,13.38160558,35.6,57.6,8450,433.1087948
20,40,1300,10,100,40,100,13.38160558,21.5,57.6,8450,866.2175896
40,10,1300,10,100,40,100,13.38160558,28.6,57.6,8450,216.5543974
40,20,1300,10,100,40,100,13.38160558,42.8,57.6,8450,433.1087948
40,40,1300,10,100,40,100,13.38160558,10.7,57.6,8450,866.2175896
10,10,400,70,10,40,100,10.87479334,12.6,57.6,800,143.8522259
